doi,Materials_1,Polymer_1,conjugation_1,Isomer_1,CentroSymmetry_1,mu_e_1,mu_h_1,E_LUMO (eV)_1,E_HOMO (eV)_1,MonomerA_1,MonomerB_1,Materials_2,Polymer_2,conjugation_2,Isomer_2,CentroSymmetry_2,mu_e_2,mu_h_2,E_LUMO (eV)_2,E_HOMO (eV)_2,MonomerA_2,MonomerB_2
10.1002/anie.202208201,N2200,*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,1,0.0,1,0.17,0.0,-3.7,-5.96,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,*c1ccc(-c2ccc(*)s2)s1,"PNBL-4,8-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,0,0.0,0,0.018,0.0,-3.51,-5.89,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,*c1ccc(-c2ccc(*)s2)s1
10.1002/anie.202208201,N2200,*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,1,0.0,1,0.17,0.0,-3.7,-5.96,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,*c1ccc(-c2ccc(*)s2)s1,"PNBL-3,8-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N6CC(CCCCCCCC)CCCCCCCCCC)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,1,0.0,0,0.1,0.0,-3.5,-5.95,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)C(=O)N2CC(CCCCCCCC)CCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1002/anie.202208201,N2200,*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,1,0.0,1,0.17,0.0,-3.7,-5.96,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,*c1ccc(-c2ccc(*)s2)s1,"PNBA-2,6-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N6CC(CCCCCCCC)CCCCCCCCCC)C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)s2)s1,1,0.0,1,0.11,0.0,-3.29,-5.62,*c1cc2c3c(c(*)cc4c3c1C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)C(=O)N2CC(CCCCCCCC)CCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1002/anie.202208201,"PNBL-4,8-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,0,0.0,0,0.018,0.0,-3.51,-5.89,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,*c1ccc(-c2ccc(*)s2)s1,"PNBL-3,8-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N6CC(CCCCCCCC)CCCCCCCCCC)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,1,0.0,0,0.1,0.0,-3.5,-5.95,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)C(=O)N2CC(CCCCCCCC)CCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1002/anie.202208201,"PNBL-4,8-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,0,0.0,0,0.018,0.0,-3.51,-5.89,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,*c1ccc(-c2ccc(*)s2)s1,"PNBA-2,6-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N6CC(CCCCCCCC)CCCCCCCCCC)C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)s2)s1,1,0.0,1,0.11,0.0,-3.29,-5.62,*c1cc2c3c(c(*)cc4c3c1C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)C(=O)N2CC(CCCCCCCC)CCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1002/anie.202208201,"PNBL-3,8-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N6CC(CCCCCCCC)CCCCCCCCCC)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)s2)s1,1,0.0,0,0.1,0.0,-3.5,-5.95,*c1cc2c3c(c(*)cc4c3c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O)C(=O)N2CC(CCCCCCCC)CCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1,"PNBA-2,6-T2",*c1ccc(-c2ccc(-c3cc4c5c(c(*)cc6c5c3C(=O)N6CC(CCCCCCCC)CCCCCCCCCC)C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)s2)s1,1,0.0,1,0.11,0.0,-3.29,-5.62,*c1cc2c3c(c(*)cc4c3c1C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)C(=O)N2CC(CCCCCCCC)CCCCCCCCCC,*c1ccc(-c2ccc(*)s2)s1
10.1002/anie.202307647,PCNDE-DPP,*/C(C#N)=C\C=C(\C#N)c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,0.65,0.0,-3.94,-5.65,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,*/C(C#N)=C\C=C(/*)C#N,PCNFDE-DPP,*/C(C#N)=C(F)\C=C(\C#N)c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.24,0.0,-4.02,-5.7,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,*/C(C#N)=C(F)\C=C(/*)C#N
10.1002/anie.202307647,PCNDE-DPP,*/C(C#N)=C\C=C(\C#N)c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,0.65,0.0,-3.94,-5.65,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,*/C(C#N)=C\C=C(/*)C#N,PCNDFDE-DPP,*/C(C#N)=C(F)\C(F)=C(\C#N)c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,1.07,0.0,-4.06,-5.79,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,*/C(C#N)=C(F)\C(F)=C(/*)C#N
10.1002/anie.202307647,PCNFDE-DPP,*/C(C#N)=C(F)\C=C(\C#N)c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.24,0.0,-4.02,-5.7,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,*/C(C#N)=C(F)\C=C(/*)C#N,PCNDFDE-DPP,*/C(C#N)=C(F)\C(F)=C(\C#N)c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,1.07,0.0,-4.06,-5.79,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,*/C(C#N)=C(F)\C(F)=C(/*)C#N
10.1002/anie.202319627,PCPOI-Tz,*c1cc2c(=O)c3cc(-c4nc(OCCCCCCCC)c(-c5sc(*)nc5OCCCCCCCC)s4)cc4c5c(=O)n(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c(=O)c5c(c1)c2c34,1,0.0,0,0.011,0.0,-3.61,-5.58,*c1cc2c(=O)c3cc(*)cc4c5c(=O)n(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c(=O)c5c(c1)c2c34,*c1nc(OCCCCCCCC)c(-c2sc(*)nc2OCCCCCCCC)s1,PCPCNI-Tz,*c1cc2c3c(c1)c1c(c4cc(-c5nc(OCCCCCCCC)c(-c6sc(*)nc6OCCCCCCCC)s5)cc(c43)C2=C(C#N)C#N)C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C1=O,1,0.0,0,0.014,0.0,-3.83,-5.7,*c1cc2c3c(c1)c1c(c4cc(*)cc(c43)C2=C(C#N)C#N)C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C1=O,*c1nc(OCCCCCCCC)c(-c2sc(*)nc2OCCCCCCCC)s1
10.1002/anie.202319658,P(DPP-CNPz),*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5cnc(*)c(C#N)n5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.85,0.0,-3.46,-4.84,*c1cnc(*)c(C#N)n1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,P(DPP-DCNPz),*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5nc(C#N)c(*)nc5C#N)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,1.85,0.0,-3.83,-5.11,*c1nc(C#N)c(*)nc1C#N,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202400061,pN-BBTE,*c1cc2c3c4c(c5sc(-c6sc(-c7ccc(/C=C/c8ccc(-c9cc(CCCCCC)c(*)s9)c9nsnc89)c8nsnc78)cc6CCCCCC)cc5c5c4c(c2s1)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,1,0.0,1,0.89,1.25,-3.87,-5.63,*c1sc(-c2ccc(/C=C/c3ccc(-c4cc(CCCCCC)c(*)s4)c4nsnc34)c3nsnc23)cc1CCCCCC,*c1cc2c3c4c(c5sc(*)cc5c5c4c(c2s1)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,pN-BBSeE,*c1cc2c3c4c(c5sc(-c6sc(-c7ccc(/C=C/c8ccc(-c9cc(CCCCCC)c(*)s9)c9n[se]nc89)c8n[se]nc78)cc6CCCCCC)cc5c5c4c(c2s1)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O,1,0.0,1,10.15,10.08,-4.05,-5.53,*c1sc(-c2ccc(/C=C/c3ccc(-c4cc(CCCCCC)c(*)s4)c4n[se]nc34)c3n[se]nc23)cc1CCCCCC,*c1cc2c3c4c(c5sc(*)cc5c5c4c(c2s1)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O
10.1002/anie.202416669,PMBNF,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)c7c6C=[N+](CCCCCC)[B-](F)(F)O7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.012,0.0,-3.78,-5.64,*c1ccc(-c2ccc(-c3ccc(*)s3)c3c2C=[N+](CCCCCC)[B-](F)(F)O3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PMBNCN ,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)c7c6C=[N+](CCCCCC)[B-](C#N)(C#N)O7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.038,0.0,-3.84,-5.51,*c1ccc(-c2ccc(-c3ccc(*)s3)c3c2C=[N+](CCCCCC)[B-](C#N)(C#N)O3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202416669,PMBNF,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)c7c6C=[N+](CCCCCC)[B-](F)(F)O7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.012,0.0,-3.78,-5.64,*c1ccc(-c2ccc(-c3ccc(*)s3)c3c2C=[N+](CCCCCC)[B-](F)(F)O3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PDBNF,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6c7c(c(-c8ccc(*)s8)c8c6O[B-](F)(F)[N+](CC(CC)CCCC)=C8)O[B-](F)(F)[N+](CC(CC)CCCC)=C7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,3.04,0.0,-3.96,-5.62,*c1ccc(-c2c3c(c(-c4ccc(*)s4)c4c2O[B-](F)(F)[N+](CC(CC)CCCC)=C4)O[B-](F)(F)[N+](CC(CC)CCCC)=C3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202416669,PMBNF,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)c7c6C=[N+](CCCCCC)[B-](F)(F)O7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.012,0.0,-3.78,-5.64,*c1ccc(-c2ccc(-c3ccc(*)s3)c3c2C=[N+](CCCCCC)[B-](F)(F)O3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PDBNCN,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6c7c(c(-c8ccc(*)s8)c8c6O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C8)O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,1.28,0.0,-4.01,-5.53,*c1ccc(-c2c3c(c(-c4ccc(*)s4)c4c2O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C4)O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202416669,PMBNCN ,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)c7c6C=[N+](CCCCCC)[B-](C#N)(C#N)O7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.038,0.0,-3.84,-5.51,*c1ccc(-c2ccc(-c3ccc(*)s3)c3c2C=[N+](CCCCCC)[B-](C#N)(C#N)O3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PDBNF,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6c7c(c(-c8ccc(*)s8)c8c6O[B-](F)(F)[N+](CC(CC)CCCC)=C8)O[B-](F)(F)[N+](CC(CC)CCCC)=C7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,3.04,0.0,-3.96,-5.62,*c1ccc(-c2c3c(c(-c4ccc(*)s4)c4c2O[B-](F)(F)[N+](CC(CC)CCCC)=C4)O[B-](F)(F)[N+](CC(CC)CCCC)=C3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202416669,PMBNCN ,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(*)s7)c7c6C=[N+](CCCCCC)[B-](C#N)(C#N)O7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.038,0.0,-3.84,-5.51,*c1ccc(-c2ccc(-c3ccc(*)s3)c3c2C=[N+](CCCCCC)[B-](C#N)(C#N)O3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PDBNCN,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6c7c(c(-c8ccc(*)s8)c8c6O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C8)O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,1.28,0.0,-4.01,-5.53,*c1ccc(-c2c3c(c(-c4ccc(*)s4)c4c2O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C4)O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202416669,PDBNF,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6c7c(c(-c8ccc(*)s8)c8c6O[B-](F)(F)[N+](CC(CC)CCCC)=C8)O[B-](F)(F)[N+](CC(CC)CCCC)=C7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,3.04,0.0,-3.96,-5.62,*c1ccc(-c2c3c(c(-c4ccc(*)s4)c4c2O[B-](F)(F)[N+](CC(CC)CCCC)=C4)O[B-](F)(F)[N+](CC(CC)CCCC)=C3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PDBNCN,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5ccc(-c6c7c(c(-c8ccc(*)s8)c8c6O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C8)O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C7)s5)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,1,1.28,0.0,-4.01,-5.53,*c1ccc(-c2c3c(c(-c4ccc(*)s4)c4c2O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C4)O[B-](C#N)(C#N)[N+](CC(CC)CCCC)=C3)s1,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202500860,anti-C16DHIT-BT,*c1cc2cc3c(cc2s1)C1=C(c2cc4sc(-c5ccc(*)c6nsnc56)cc4cc2C1(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C3(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC,1,0.0,1,0.0,2.38,-3.55,-5.46,*c1ccc(*)c2nsnc12,*c1cc2cc3c(cc2s1)C1=C(c2cc4sc(*)cc4cc2C1(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)C3(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC,syn-C16DHIT-BT,*c1cc2cc3c(cc2s1)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C1=C3C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c2cc3sc(-c4ccc(*)c5nsnc45)cc3cc21,0,0.0,1,0.0,0.014,-3.49,-5.67,*c1ccc(*)c2nsnc12,*c1cc2cc3c(cc2s1)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C1=C3C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c2cc3sc(*)cc3cc21
10.1002/anie.202507528,PBT,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5sc(-c6ccc(-c7cc(CCCCCC)c(*)s7)c7nsnc67)cc5CCCCCC)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.031,0.0,-3.42,-5.42,*c1sc(-c2ccc(-c3cc(CCCCCC)c(*)s3)c3nsnc23)cc1CCCCCC,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PFBT,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(*)s7)c7nsnc67)cc5CCCCCC)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.18,0.0,-3.8,-5.5,*c1sc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(*)s3)c3nsnc23)cc1CCCCCC,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202507528,PBT,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5sc(-c6ccc(-c7cc(CCCCCC)c(*)s7)c7nsnc67)cc5CCCCCC)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.031,0.0,-3.42,-5.42,*c1sc(-c2ccc(-c3cc(CCCCCC)c(*)s3)c3nsnc23)cc1CCCCCC,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PBTBN,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5sc(-c6ccc7c8c6ns[n+]8[B-](C)(C)c6c-7sc(*)c6CCCCCC)cc5CCCCCC)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.39,0.0,-3.7,-5.38,*c1sc(-c2ccc3c4c2ns[n+]4[B-](C)(C)c2c-3sc(*)c2CCCCCC)cc1CCCCCC,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
10.1002/anie.202507528,PBT,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5sc(-c6ccc(-c7cc(CCCCCC)c(*)s7)c7nsnc67)cc5CCCCCC)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,0.031,0.0,-3.42,-5.42,*c1sc(-c2ccc(-c3cc(CCCCCC)c(*)s3)c3nsnc23)cc1CCCCCC,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,PFBTBN,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(-c5sc(-c6c(F)c(F)c7c8c6ns[n+]8[B-](C)(C)c6c-7sc(*)c6CCCCCC)cc5CCCCCC)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1,1,0.0,0,3.85,0.0,-3.96,-5.51,*c1sc(-c2c(F)c(F)c3c4c2ns[n+]4[B-](C)(C)c2c-3sc(*)c2CCCCCC)cc1CCCCCC,*c1ccc(C2=C3C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c4ccc(*)s4)=C3C(=O)N2CC(CCCCCCCC)CCCCCCCCCC)s1
